#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
562,1344912.250000,1763283.847573,0.000000,1787785.367552,1811162.637582,574021.748859,1814981.645253
563,1399261.218750,1761774.744979,0.000000,1787785.367552,1811162.637582,987977.384661,1814981.645253
564,1400401.250000,1761743.075999,0.000000,1787785.367552,1811162.637582,330887.172128,1814981.645253
565,1404124.625000,1761639.640228,#N/A,1787785.367552,1811162.637582,271304.243568,1814981.645253
566,1415009.750000,1761337.215410,0.000000,1787785.367552,1811162.637582,-438153.310243,1814981.645253
567,1453065.250000,1760279.499240,0.000000,1787785.367552,1811162.637582,1088983.393632,1814981.645253
568,1463330.375000,1759994.081066,0.000000,1787785.367552,1811162.637582,-1027264.165273,1814981.645253
569,1496659.125000,1759067.067671,0.000000,1787785.367552,1811162.637582,-158650.511948,1814981.645253
570,1555145.500000,1757439.132468,0.000000,1787785.367552,1811162.637582,-901371.662253,1814981.645253
571,1566044.750000,1757135.591279,0.000000,1787785.367552,1811162.637582,1398221.681346,1814981.645253
572,1570877.250000,1757000.990670,0.000000,1787785.367552,1811162.637582,-943466.271745,1814981.645253
573,1578713.453125,1756782.705386,0.000000,1787785.367552,1811162.637582,366748.649533,1814981.645253
574,1586828.187500,1756556.632745,0.000000,1787785.367552,1811162.637582,-147833.753867,1814981.645253
575,1613819.000000,1755804.472117,0.000000,1787785.367552,1811162.637582,260153.801000,1814981.645253
576,1633804.937500,1755247.310631,0.000000,1787785.367552,1811162.637582,-861934.103618,1814981.645253
577,1650913.250000,1754770.230110,0.000000,1787785.367552,1811162.637582,784044.575668,1814981.645253
578,1664898.750000,1754380.135619,0.000000,1787785.367552,1811162.637582,53146.510419,1814981.645253
579,1681473.000000,1753917.721352,0.000000,1787785.367552,1811162.637582,-433543.864349,1814981.645253
580,1688559.250000,1753719.980893,0.000000,1787785.367552,1811162.637582,483177.225955,1814981.645253
581,1714653.937500,1752991.621295,0.000000,1787785.367552,1811162.637582,-154979.076402,1814981.645253
582,1733024.312500,1752478.682524,#N/A,1787785.367552,1811162.637582,787880.049814,1814981.645253
583,1741667.781250,1752237.287098,0.000000,1787785.367552,1811162.637582,310353.601241,1814981.645253
584,1768427.750000,1751489.721791,0.000000,1787785.367552,1811162.637582,172594.279351,1814981.645253
585,1811404.750000,1750288.450044,0.000000,1787785.367552,1811162.637582,-605048.943575,1814981.645253
586,1820202.656250,1750042.433662,0.000000,1787785.367552,1811162.637582,114950.041041,1814981.645253
587,1825298.000000,1749899.936442,0.000000,1787785.367552,1811162.637582,1049754.302095,1814981.645253
588,1828454.500000,1749811.655423,0.000000,1787785.367552,1811162.637582,597591.726552,1814981.645253
589,1851567.875000,1749165.084593,0.000000,1787785.367552,1811162.637582,1192452.074173,1814981.645253
590,1884788.250000,1748235.362895,0.000000,1787785.367552,1811162.637582,-116435.373362,1814981.645253
591,1890642.000000,1748071.485735,0.000000,1787785.367552,1811162.637582,-1215528.768813,1814981.645253
592,1891040.500000,1748060.329072,0.000000,1787785.367552,1811162.637582,-55746.311010,1814981.645253
593,1929394.750000,1746986.205296,0.000000,1787785.367552,1811162.637582,285348.997006,1814981.645253
594,1931795.500000,1746918.949515,0.000000,1787785.367552,1811162.637582,388421.266060,1814981.645253
595,1959896.468750,1746131.522648,0.000000,1787785.367552,1811162.637582,845192.530825,1814981.645253
596,1967231.031250,1745925.939918,0.000000,1787785.367552,1811162.637582,1716309.251553,1814981.645253
597,1987100.625000,1745368.887248,0.000000,1787785.367552,1811162.637582,2498.200916,1814981.645253
598,1999997.625000,1745007.219093,0.000000,1787785.367552,1811162.637582,-51136.350492,1814981.645253
599,2032755.750000,1744088.251957,0.000000,1787785.367552,1811162.637582,464163.435238,1814981.645253
600,2060467.875000,1743310.462551,0.000000,1787785.367552,1811162.637582,116553.854405,1814981.645253
601,2067402.656250,1743115.771458,0.000000,1787785.367552,1811162.637582,574005.724045,1814981.645253
602,2082822.062500,1742682.800107,0.025703,1787785.367552,1811162.637582,-767152.224335,1814981.645253
603,2102927.281250,1742118.091209,0.000000,1787785.367552,1811162.637582,-119367.862794,1814981.645253
604,2109168.812500,1741942.743854,0.000000,1787785.367552,1811162.637582,54659.950650,1814981.645253
605,2118881.750000,1741669.836938,0.000000,1787785.367552,1811162.637582,791909.169049,1814981.645253
606,2138220.375000,1741126.347224,0.000000,1787785.367552,1811162.637582,-1636938.537587,1814981.645253
607,2199949.500000,1739390.385311,0.000000,1787785.367552,1811162.637582,1447722.550651,1814981.645253
608,2217161.000000,1738906.050229,0.000000,1787785.367552,1811162.637582,632173.332008,1814981.645253
609,2225787.125000,1738663.258577,0.000000,1787785.367552,1811162.637582,540150.074519,1814981.645253
610,2243041.625000,1738177.510181,0.000000,1787785.367552,1811162.637582,1665083.853824,1814981.645253
611,2262254.187500,1737636.478666,0.000000,1787785.367552,1811162.637582,-557615.103473,1814981.645253
612,2285554.375000,1736980.112291,0.000000,1787785.367552,1811162.637582,-248094.844955,1814981.645253
613,2305793.562500,1736409.772941,#N/A,1787785.367552,1811162.637582,431109.464293,1814981.645253
614,2307381.343750,1736365.021415,0.000000,1787785.367552,1811162.637582,616234.178839,1814981.645253
615,2332057.250000,1735669.384070,0.000000,1787785.367552,1811162.637582,686554.650571,1814981.645253
616,2332470.750000,1735657.724735,0.000000,1787785.367552,1811162.637582,177759.101455,1814981.645253
617,2353125.093750,1735075.240739,0.000000,1787785.367552,1811162.637582,244708.746579,1814981.645253
618,2355609.375000,1735005.167044,0.000000,1787785.367552,1811162.637582,-322374.669800,1814981.645253
619,2384835.000000,1734180.592259,0.000000,1787785.367552,1811162.637582,-714048.796295,1814981.645253
620,2387901.125000,1734094.061568,0.000000,1787785.367552,1811162.637582,1140712.902642,1814981.645253
621,2399171.625000,1733775.953876,0.000000,1787785.367552,1811162.637582,417058.890075,1814981.645253
622,2442140.468750,1732562.630727,0.000000,1787785.367552,1811162.637582,580515.603856,1814981.645253
623,2480094.750000,1731490.197991,0.000000,1787785.367552,1811162.637582,-1019920.648535,1814981.645253
624,2502322.375000,1730861.827709,0.000000,1787785.367552,1811162.637582,426268.098086,1814981.645253
625,2548396.500000,1729558.594833,0.000000,1787785.367552,1811162.637582,94021.595832,1814981.645253
626,2549947.000000,1729514.720977,0.000000,1787785.367552,1811162.637582,594166.432310,1814981.645253
627,2552569.000000,1729440.524798,0.000000,1787785.367552,1811162.637582,-603819.198620,1814981.645253
628,2574216.250000,1728827.838965,0.000000,1787785.367552,1811162.637582,-516082.574005,1814981.645253
629,2584103.250000,1728547.933261,0.000000,1787785.367552,1811162.637582,159767.207367,1814981.645253
630,2597812.062500,1728159.755208,0.000000,1787785.367552,1811162.637582,-1030480.807635,1814981.645253
631,2618110.250000,1727584.832555,0.000000,1787785.367552,1811162.637582,498387.859990,1814981.645253
632,2620286.460938,1727523.182544,0.000000,1787785.367552,1811162.637582,530257.680145,1814981.645253
633,2683235.500000,1725738.942192,0.000000,1787785.367552,1811162.637582,-620641.054486,1814981.645253
634,2733188.250000,1724321.757464,0.000000,1787785.367552,1811162.637582,-1014734.724139,1814981.645253
635,2766279.750000,1723382.293184,0.004544,1787785.367552,1811162.637582,-175474.790647,1814981.645253
636,2780513.250000,1722978.048033,0.000000,1787785.367552,1811162.637582,982368.024513,1814981.645253
637,2807124.468750,1722222.009176,0.000000,1787785.367552,1811162.637582,684603.059771,1814981.645253
638,2869491.875000,1720448.816286,0.000000,1787785.367552,1811162.637582,-83781.287343,1814981.645253
639,2870559.984375,1720418.432519,0.000000,1787785.367552,1811162.637582,-240284.949763,1814981.645253
640,2902762.812500,1719502.128908,0.000000,1787785.367552,1811162.637582,721864.320720,1814981.645253
641,2907321.000000,1719372.390174,0.000000,1787785.367552,1811162.637582,-594139.221166,1814981.645253
642,2925851.937500,1718844.847161,0.000000,1787785.367552,1811162.637582,822853.158521,1814981.645253
643,2931937.613281,1718671.563415,0.000000,1787785.367552,1811162.637582,312748.484727,1814981.645253
644,2958211.500000,1717923.239212,0.000000,1787785.367552,1811162.637582,-85340.059595,1814981.645253
645,2962078.875000,1717813.062385,0.000000,1787785.367552,1811162.637582,-388164.839944,1814981.645253
646,2962623.750000,1717797.538989,0.000000,1787785.367552,1811162.637582,676877.649132,1814981.645253
647,3041899.183594,1715537.498404,0.000000,1787785.367552,1811162.637582,583718.604337,1814981.645253
648,3041901.500000,1715537.432323,0.000000,1787785.367552,1811162.637582,425373.546933,1814981.645253
649,3061435.214844,1714980.093882,0.000000,1787785.367552,1811162.637582,-907717.317868,1814981.645253
650,3083460.000000,1714351.462580,0.000000,1787785.367552,1811162.637582,843358.215832,1814981.645253
651,3100792.000000,1713856.610608,0.000000,1787785.367552,1811162.637582,-1633097.450574,1814981.645253
652,3106329.500000,1713698.477396,0.000000,1787785.367552,1811162.637582,-707166.531378,1814981.645253
653,3106963.500000,1713680.371462,0.000000,1787785.367552,1811162.637582,-1215931.476656,1814981.645253
654,3136033.062500,1712849.989878,0.000000,1787785.367552,1811162.637582,329757.000276,1814981.645253
655,3148735.000000,1712487.028461,0.000000,1787785.367552,1811162.637582,-463493.318329,1814981.645253
656,3219106.000000,1710474.762092,0.000000,1787785.367552,1811162.637582,383335.649050,1814981.645253
657,3224621.250000,1710316.952874,0.000000,1787785.367552,1811162.637582,274947.326074,1814981.645253
658,3238112.250000,1709930.870153,0.000000,1787785.367552,1811162.637582,-729348.518073,1814981.645253
659,3246594.625000,1709688.078613,0.000000,1787785.367552,1811162.637582,-1003025.168369,1814981.645253
660,3254531.687500,1709460.864356,0.000000,1787785.367552,1811162.637582,1700741.062167,1814981.645253
661,3256033.000000,1709417.882892,0.000000,1787785.367552,1811162.637582,655051.772171,1814981.645253
662,3265641.500000,1709142.773067,0.000000,1787785.367552,1811162.637582,-243715.559466,1814981.645253
663,3275447.750000,1708861.955611,0.000000,1787785.367552,1811162.637582,200396.365364,1814981.645253
664,3338363.281250,1707059.171045,0.000000,1787785.367552,1811162.637582,-486997.648059,1814981.645253
665,3364399.125000,1706312.581569,0.000000,1787785.367552,1811162.637582,-418660.118421,1814981.645253
666,3386416.750000,1705680.961286,0.000000,1787785.367552,1811162.637582,-62040.623509,1814981.645253
667,3429990.187500,1704430.278784,0.000000,1787785.367552,1811162.637582,509740.520926,1814981.645253
668,3463942.906250,1703455.101953,0.000000,1787785.367552,1811162.637582,-292213.529994,1814981.645253
669,3484066.875000,1702876.845532,0.000000,1787785.367552,1811162.637582,46708.789944,1814981.645253
670,3560947.281250,1700665.898909,0.000000,1787785.367552,1811162.637582,-391115.379906,1814981.645253
671,3563513.500000,1700592.049351,0.000000,1787785.367552,1811162.637582,639087.869290,1814981.645253
672,3571102.875000,1700373.626757,0.000000,1787785.367552,1811162.637582,1501399.940835,1814981.645253
673,3580829.625000,1700093.649372,0.000000,1787785.367552,1811162.637582,1285228.315111,1814981.645253
674,3598432.625000,1699586.842631,0.000000,1787785.367552,1811162.637582,197511.716084,1814981.645253
675,3632579.375000,1698603.294772,0.000000,1787785.367552,1811162.637582,1643554.179194,1814981.645253
676,3643267.250000,1698295.328910,0.000000,1787785.367552,1811162.637582,-853954.457744,1814981.645253
677,3654323.750000,1697976.682520,0.000000,1787785.367552,1811162.637582,-83382.600366,1814981.645253
678,3654780.750000,1697963.510574,0.000000,1787785.367552,1811162.637582,1327830.491543,1814981.645253
679,3671492.187500,1697481.772613,0.000000,1787785.367552,1811162.637582,436045.181321,1814981.645253
680,3712936.000000,1696286.488040,0.000000,1787785.367552,1811162.637582,-297404.037815,1814981.645253
681,3766218.625000,1694748.520616,0.000000,1787785.367552,1811162.637582,178550.955781,1814981.645253
682,3813319.375000,1693387.825766,0.000000,1787785.367552,1811162.637582,581559.512738,1814981.645253
683,3814716.500000,1693347.447487,0.000000,1787785.367552,1811162.637582,897630.374638,1814981.645253
684,3815382.375000,1693328.202709,0.000000,1787785.367552,1811162.637582,-110936.555014,1814981.645253
685,3821161.750000,1693161.160987,0.000000,1787785.367552,1811162.637582,-149668.384846,1814981.645253
686,3839103.875000,1692642.473336,0.000000,1787785.367552,1811162.637582,660208.413162,1814981.645253
687,3868737.562500,1691785.446887,0.000000,1787785.367552,1811162.637582,150962.591316,1814981.645253
688,3891315.000000,1691132.200493,0.000000,1787785.367552,1811162.637582,-206410.249956,1814981.645253
689,3925893.812500,1690131.221725,0.000000,1787785.367552,1811162.637582,66615.892365,1814981.645253
690,3934778.093750,1689873.946046,0.000000,1787785.367552,1811162.637582,-1218930.640505,1814981.645253
691,3957791.250000,1689207.336782,0.000000,1787785.367552,1811162.637582,2016637.683318,1814981.645253
692,3989852.250000,1688278.204899,0.000000,1787785.367552,1811162.637582,-781984.950307,1814981.645253
693,4001354.687500,1687944.738129,0.000803,1787785.367552,1811162.637582,22473.513684,1814981.645253
694,4008188.500000,1687746.588105,#N/A,1787785.367552,1811162.637582,-840642.636939,1814981.645253
695,4014135.750000,1687574.125498,0.000000,1787785.367552,1811162.637582,-302311.743186,1814981.645253
696,4024981.039063,1687259.580668,0.000000,1787785.367552,1811162.637582,-584121.018810,1814981.645253
697,4028801.375000,1687148.765881,0.000000,1787785.367552,1811162.637582,-596937.062832,1814981.645253
698,4127134.000000,1684293.966175,0.000000,1787785.367552,1811162.637582,-943796.610713,1814981.645253
699,4148651.875000,1683668.612192,0.000000,1787785.367552,1811162.637582,-97479.896199,1814981.645253
700,4151972.250000,1683572.094535,0.000000,1787785.367552,1811162.637582,-177252.472820,1814981.645253
701,4211171.750000,1681850.335973,0.000000,1787785.367552,1811162.637582,176907.795069,1814981.645253
702,4214386.000000,1681756.802258,0.000000,1787785.367552,1811162.637582,-453573.983895,1814981.645253
703,4222762.039063,1681513.037578,0.000000,1787785.367552,1811162.637582,734826.148658,1814981.645253
704,4234127.250000,1681182.223650,0.000000,1787785.367552,1811162.637582,830893.174989,1814981.645253
705,4256324.750000,1680535.920066,0.000000,1787785.367552,1811162.637582,-165678.038173,1814981.645253
706,4281885.437500,1679791.385702,0.000000,1787785.367552,1811162.637582,260360.519104,1814981.645253
707,4296761.437500,1679357.924073,0.000000,1787785.367552,1811162.637582,-1224485.161708,1814981.645253
708,4311086.000000,1678940.424641,0.000000,1787785.367552,1811162.637582,-736982.176784,1814981.645253
709,4355060.187500,1677658.117031,0.000000,1787785.367552,1811162.637582,-497412.867545,1814981.645253
710,4397921.750000,1676407.310136,0.000000,1787785.367552,1811162.637582,-719399.665415,1814981.645253
711,4411252.031250,1676018.109102,0.000000,1787785.367552,1811162.637582,207671.353609,1814981.645253
712,4453413.875000,1674786.524403,0.000000,1787785.367552,1811162.637582,-939556.726749,1814981.645253
713,4469731.250000,1674309.636315,0.000000,1787785.367552,1811162.637582,-639410.166435,1814981.645253
714,4494478.500000,1673586.119187,0.000000,1787785.367552,1811162.637582,490030.804121,1814981.645253
715,4540566.125000,1672237.854881,0.000000,1787785.367552,1811162.637582,99603.721843,1814981.645253
716,4542232.937500,1672189.072967,0.000000,1787785.367552,1811162.637582,343047.425053,1814981.645253
717,4549264.703125,1671983.261516,0.000000,1787785.367552,1811162.637582,30384.447760,1814981.645253
718,4550233.812500,1671954.894846,0.000000,1787785.367552,1811162.637582,-385932.680099,1814981.645253
719,4563275.625000,1671573.102880,0.000000,1787785.367552,1811162.637582,519590.023578,1814981.645253
720,4611672.500000,1670155.547823,0.000000,1787785.367552,1811162.637582,1478229.087009,1814981.645253
721,4615926.000000,1670030.904355,0.000000,1787785.367552,1811162.637582,871227.980442,1814981.645253
722,4639417.062500,1669342.360682,0.000000,1787785.367552,1811162.637582,-502165.880097,1814981.645253
723,4652331.625000,1668963.702501,#N/A,1787785.367552,1811162.637582,-411465.927911,1814981.645253
724,4658838.406250,1668772.889507,0.000000,1787785.367552,1811162.637582,-886001.776677,1814981.645253
725,4661980.500000,1668680.739007,0.000000,1787785.367552,1811162.637582,-871691.846201,1814981.645253
726,4673985.500000,1668328.612647,0.000000,1787785.367552,1811162.637582,399978.629563,1814981.645253
727,4745452.750000,1666230.820737,0.000000,1787785.367552,1811162.637582,14571.703630,1814981.645253
728,4759630.500000,1665814.344494,0.000000,1787785.367552,1811162.637582,-824720.323269,1814981.645253
729,4759888.750000,1665806.757347,0.000000,1787785.367552,1811162.637582,116655.678909,1814981.645253
730,4782332.750000,1665147.241216,0.000000,1787785.367552,1811162.637582,1875158.337912,1814981.645253
731,4837481.281250,1663525.593045,0.000000,1787785.367552,1811162.637582,-145822.805625,1814981.645253
732,4850651.937500,1663138.074655,0.000000,1787785.367552,1811162.637582,853303.599750,1814981.645253
733,4866509.000000,1662671.394676,0.000000,1787785.367552,1811162.637582,-175381.948434,1814981.645253
734,4877247.750000,1662355.274367,0.000000,1787785.367552,1811162.637582,-646191.234547,1814981.645253
735,4879832.750000,1662279.169848,0.000000,1787785.367552,1811162.637582,-385218.402770,1814981.645253
736,4880393.062500,1662262.673330,0.000000,1787785.367552,1811162.637582,484328.829800,1814981.645253
737,4908076.121094,1661447.434735,0.000000,1787785.367552,1811162.637582,105093.676457,1814981.645253
738,4944698.296875,1660368.332982,0.000000,1787785.367552,1811162.637582,-1457709.327642,1814981.645253
739,4961397.375000,1659876.048389,0.000000,1787785.367552,1811162.637582,205789.176279,1814981.645253
740,4977824.875000,1659391.627350,0.000000,1787785.367552,1811162.637582,-761429.889573,1814981.645253
741,4993144.625000,1658939.744642,0.000000,1787785.367552,1811162.637582,-539814.447995,1814981.645253
742,5003562.500000,1658632.380948,0.000000,1787785.367552,1811162.637582,-974396.485468,1814981.645253
743,5032220.875000,1657786.564802,0.000000,1787785.367552,1811162.637582,-607016.330176,1814981.645253
744,5061663.906250,1656917.140844,0.000000,1787785.367552,1811162.637582,1006891.704144,1814981.645253
745,5089038.437500,1656108.388213,0.000000,1787785.367552,1811162.637582,235742.921147,1814981.645253
746,5091718.500000,1656029.187270,0.000000,1787785.367552,1811162.637582,-300544.247959,1814981.645253
747,5116997.750000,1655281.950917,0.000000,1787785.367552,1811162.637582,-314598.728496,1814981.645253
748,5123848.500000,1655079.389598,0.000000,1787785.367552,1811162.637582,-288186.682844,1814981.645253
749,5174052.750000,1653594.205278,0.000000,1787785.367552,1811162.637582,74849.057762,1814981.645253
750,5178270.375000,1653469.375207,0.000000,1787785.367552,1811162.637582,1691999.106655,1814981.645253
751,5192462.031250,1653049.272089,0.000000,1787785.367552,1811162.637582,1042785.897563,1814981.645253
752,5366052.750000,1647901.951812,0.000000,1787785.367552,1811162.637582,-1123898.072994,1814981.645253
753,5406678.250000,1646694.999184,0.000000,1787785.367552,1811162.637582,-165466.628525,1814981.645253
754,5409850.812500,1646600.707530,0.000000,1787785.367552,1811162.637582,-63802.337773,1814981.645253
755,5470498.187500,1644797.169016,0.000000,1787785.367552,1811162.637582,35781.157478,1814981.645253
756,5495488.062500,1644053.441697,0.000000,1787785.367552,1811162.637582,-912091.777417,1814981.645253
757,5525161.562500,1643169.887159,0.000000,1787785.367552,1811162.637582,70151.921377,1814981.645253
758,5532004.500000,1642966.065260,0.000000,1787785.367552,1811162.637582,-187432.374459,1814981.645253
759,5562290.875000,1642063.659644,0.000000,1787785.367552,1811162.637582,-203881.303129,1814981.645253
760,5609974.625000,1640641.880066,0.000000,1787785.367552,1811162.637582,-744197.237131,1814981.645253
761,5650609.937500,1639429.289641,0.000000,1787785.367552,1811162.637582,146488.717032,1814981.645253
762,5665128.000000,1638995.841456,0.000000,1787785.367552,1811162.637582,1003420.507127,1814981.645253
763,5671620.750000,1638801.958193,0.000000,1787785.367552,1811162.637582,-502873.189538,1814981.645253
764,5686807.000000,1638348.384376,0.000000,1787785.367552,1811162.637582,-182020.160365,1814981.645253
765,5703616.000000,1637846.196773,0.000000,1787785.367552,1811162.637582,-212463.737411,1814981.645253
766,5734773.250000,1636914.931754,#N/A,1787785.367552,1811162.637582,-457036.716688,1814981.645253
767,5776487.500000,1635667.296409,0.000000,1787785.367552,1811162.637582,204090.340124,1814981.645253
768,5796471.812500,1635069.246475,0.000000,1787785.367552,1811162.637582,384635.923795,1814981.645253
769,5814316.375000,1634535.045708,0.000000,1787785.367552,1811162.637582,-299529.310412,1814981.645253
770,5815316.062500,1634505.113566,0.000000,1787785.367552,1811162.637582,-123447.669777,1814981.645253
771,5844218.562500,1633639.492249,0.000000,1787785.367552,1811162.637582,-1253566.185859,1814981.645253
772,5871480.718750,1632822.578170,0.000000,1787785.367552,1811162.637582,-236912.175399,1814981.645253
773,5890469.375000,1632253.339040,0.000000,1787785.367552,1811162.637582,363308.010540,1814981.645253
774,5896158.968750,1632082.738583,0.000000,1787785.367552,1811162.637582,-717402.778990,1814981.645253
775,5911893.351563,1631610.855801,0.000000,1787785.367552,1811162.637582,400186.608783,1814981.645253
776,5987313.718750,1629347.060022,0.000000,1787785.367552,1811162.637582,-57053.686229,1814981.645253
777,6011100.656250,1628632.425513,0.000000,1787785.367552,1811162.637582,-479741.304548,1814981.645253
778,6082546.533203,1626484.078503,0.000000,1787785.367552,1811162.637582,557012.097317,1814981.645253
779,6103913.250000,1625841.039022,0.000000,1787785.367552,1811162.637582,470406.313469,1814981.645253
780,6136686.031250,1624854.235168,0.000000,1787785.367552,1811162.637582,-120083.139909,1814981.645253
781,6141908.375000,1624696.932579,0.000000,1787785.367552,1811162.637582,-962171.969767,1814981.645253
782,6145404.750000,1624591.609505,0.000000,1787785.367552,1811162.637582,-100696.799802,1814981.645253
783,6166626.937500,1623952.176248,0.000000,1787785.367552,1811162.637582,-279005.013326,1814981.645253
784,6194679.250000,1623106.561944,0.000000,1787785.367552,1811162.637582,-1012941.666426,1814981.645253
785,6197220.281250,1623029.942848,0.000000,1787785.367552,1811162.637582,236131.222439,1814981.645253
786,6205139.875000,1622791.122059,0.000000,1787785.367552,1811162.637582,-17565.302760,1814981.645253
787,6275165.500000,1620677.919956,0.000000,1787785.367552,1811162.637582,254882.252792,1814981.645253
788,6283078.875000,1620438.940343,0.000000,1787785.367552,1811162.637582,-636865.993948,1814981.645253
789,6293868.226563,1620113.051008,0.000000,1787785.367552,1811162.637582,-738589.584851,1814981.645253
790,6313479.937500,1619520.516850,0.000000,1787785.367552,1811162.637582,-860437.516977,1814981.645253
791,6344408.375000,1618585.626457,0.000000,1787785.367552,1811162.637582,1236942.505983,1814981.645253
792,6360538.843750,1618097.827848,0.000000,1787785.367552,1811162.637582,12434.402686,1814981.645253
793,6410663.531250,1616581.076815,0.000000,1787785.367552,1811162.637582,-2101087.423136,1814981.645253
794,6416394.500000,1616407.569552,0.000000,1787785.367552,1811162.637582,-466462.778218,1814981.645253
795,6430094.125000,1615992.732692,0.000000,1787785.367552,1811162.637582,-770773.354202,1814981.645253
796,6452566.140625,1615312.029315,0.000000,1787785.367552,1811162.637582,-812053.187964,1814981.645253
797,6557844.375000,1612119.202274,0.000000,1787785.367552,1811162.637582,1092887.008551,1814981.645253
798,6558796.625000,1612090.294042,0.000000,1787785.367552,1811162.637582,-350830.571253,1814981.645253
799,6638601.750000,1609665.739663,0.000000,1787785.367552,1811162.637582,716496.208335,1814981.645253
800,6740475.031250,1606565.417411,0.000000,1787785.367552,1811162.637582,-268727.721397,1814981.645253
801,6764431.500000,1605835.477918,0.000000,1787785.367552,1811162.637582,111430.258408,1814981.645253
802,6765317.250000,1605808.483276,0.000000,1787785.367552,1811162.637582,-665471.903045,1814981.645253
803,6787295.750000,1605138.508101,0.000000,1787785.367552,1811162.637582,367560.164624,1814981.645253
804,6795228.531250,1604896.622793,0.000000,1787785.367552,1811162.637582,-117788.239420,1814981.645253
805,6860043.625000,1602918.922110,0.000000,1787785.367552,1811162.637582,-227916.820413,1814981.645253
806,6911614.750000,1601343.589315,0.000000,1787785.367552,1811162.637582,-253702.780732,1814981.645253
807,6919561.750000,1601100.696075,0.000000,1787785.367552,1811162.637582,901252.183635,1814981.645253
808,6944215.562500,1600346.938857,0.000000,1787785.367552,1811162.637582,498315.435464,1814981.645253
809,7014583.500000,1598193.578255,#N/A,1787785.367552,1811162.637582,807753.748690,1814981.645253
810,7044527.375000,1597276.371887,0.051406,1787785.367552,1811162.637582,-1477311.007059,1814981.645253
811,7165451.625000,1593566.988565,0.000000,1787785.367552,1811162.637582,-952009.717201,1814981.645253
812,7182259.500000,1593050.718859,0.000000,1787785.367552,1811162.637582,906274.522354,1814981.645253
813,7233226.000000,1591484.210953,0.000000,1787785.367552,1811162.637582,125985.252393,1814981.645253
814,7244163.500000,1591147.834619,0.000000,1787785.367552,1811162.637582,30958.267190,1814981.645253
815,7266075.500000,1590473.730012,0.000000,1787785.367552,1811162.637582,462768.185239,1814981.645253
816,7270116.437500,1590349.382697,0.000000,1787785.367552,1811162.637582,-398007.992900,1814981.645253
817,7277947.437500,1590108.380285,0.000000,1787785.367552,1811162.637582,105242.490867,1814981.645253
818,7285184.187500,1589885.633695,0.000000,1787785.367552,1811162.637582,-1146578.705963,1814981.645253
819,7303956.875000,1589307.666333,0.000000,1787785.367552,1811162.637582,-1082416.180122,1814981.645253
820,7314738.125000,1588975.641699,0.000000,1787785.367552,1811162.637582,-46464.998567,1814981.645253
821,7438525.875000,1585158.430408,0.000000,1787785.367552,1811162.637582,-20589.540233,1814981.645253
822,7446650.437500,1584907.573840,0.000000,1787785.367552,1811162.637582,-1146963.888873,1814981.645253
823,7461419.000000,1584451.473305,0.000000,1787785.367552,1811162.637582,-1450017.867012,1814981.645253
824,7502499.250000,1583182.092464,0.009087,1787785.367552,1811162.637582,-326926.225603,1814981.645253
825,7590811.500000,1580449.789812,0.000000,1787785.367552,1811162.637582,1128120.229065,1814981.645253
826,7645141.750000,1578766.510679,0.000000,1787785.367552,1811162.637582,716520.249284,1814981.645253
827,7724829.250000,1576294.352484,0.000000,1787785.367552,1811162.637582,7798.487553,1814981.645253
828,7727685.000000,1576205.686123,0.000000,1787785.367552,1811162.637582,-1300251.249429,1814981.645253
829,7751738.000000,1575458.681848,0.000000,1787785.367552,1811162.637582,-623428.821681,1814981.645253
830,7824674.750000,1573191.346214,0.000000,1787785.367552,1811162.637582,445422.678270,1814981.645253
831,7858192.062500,1572148.319494,0.000000,1787785.367552,1811162.637582,-605020.032677,1814981.645253
832,7920526.500000,1570206.688954,0.000000,1787785.367552,1811162.637582,-801808.163347,1814981.645253
833,7954975.000000,1569132.635606,0.000000,1787785.367552,1811162.637582,368921.068217,1814981.645253
834,7983683.375000,1568236.988925,0.000000,1787785.367552,1811162.637582,63413.529168,1814981.645253
835,8015210.437500,1567252.814869,0.000000,1787785.367552,1811162.637582,-437202.294687,1814981.645253
836,8018249.062500,1567157.926059,0.000000,1787785.367552,1811162.637582,904298.415628,1814981.645253
837,8075861.562500,1565357.740527,0.000000,1787785.367552,1811162.637582,1268681.233379,1814981.645253
838,8135168.218750,1563502.453626,0.000000,1787785.367552,1811162.637582,-348591.842506,1814981.645253
839,8151785.250000,1562982.228974,0.000000,1787785.367552,1811162.637582,252490.758039,1814981.645253
840,8154404.187500,1562900.222849,0.000000,1787785.367552,1811162.637582,161204.083863,1814981.645253
841,8189643.500000,1561796.364437,0.000000,1787785.367552,1811162.637582,-92954.052222,1814981.645253
842,8227748.312500,1560601.866692,0.000000,1787785.367552,1811162.637582,1584258.061892,1814981.645253
843,8263741.312500,1559472.729099,0.000000,1787785.367552,1811162.637582,340369.668135,1814981.645253
844,8295532.125000,1558474.738084,0.000000,1787785.367552,1811162.637582,314309.144313,1814981.645253
845,8398023.250000,1555252.931744,0.000000,1787785.367552,1811162.637582,160203.158211,1814981.645253
846,8412141.375000,1554808.605630,0.000000,1787785.367552,1811162.637582,1956735.336108,1814981.645253
847,8414171.937500,1554744.689253,0.000000,1787785.367552,1811162.637582,186297.489481,1814981.645253
