#RiskFactor1,RiskFactor2,Correlation
"FXSpot/JPYEUR/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.187076
"FXSpot/JPYEUR/0","ZeroInflationCurve/EUHICPXT/4",-0.400743
"FXSpot/NOKEUR/0","FXSpot/SEKEUR/0",0.474664
"FXSpot/NOKEUR/0","FXSpot/TWDEUR/0",0.181763
"FXSpot/NOKEUR/0","FXSpot/USDEUR/0",0.057709
"FXSpot/NOKEUR/0","FXVolatility/EURUSD/7",-0.053046
"FXSpot/NOKEUR/0","FXVolatility/NOKSEK/7",-0.389546
"FXSpot/NOKEUR/0","FXVolatility/USDJPY/7",-0.169071
"FXSpot/NOKEUR/0","EquitySpot/RIC:.SPX/0",0.390674
"FXSpot/NOKEUR/0","EquitySpot/RIC:FISV.OQ/0",0.061740
"FXSpot/NOKEUR/0","EquitySpot/RIC:KSS.N/0",0.120917
"FXSpot/NOKEUR/0","EquitySpot/RIC:LHAG.DE/0",-0.092966
"FXSpot/NOKEUR/0","EquityVolatility/RIC:.SPX/7",-0.271590
"FXSpot/NOKEUR/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.137182
"FXSpot/NOKEUR/0","ZeroInflationCurve/EUHICPXT/4",0.229965
"FXSpot/SEKEUR/0","FXSpot/TWDEUR/0",0.018205
"FXSpot/SEKEUR/0","FXSpot/USDEUR/0",-0.152820
"FXSpot/SEKEUR/0","FXVolatility/EURUSD/7",-0.118666
"FXSpot/SEKEUR/0","FXVolatility/NOKSEK/7",-0.201029
"FXSpot/SEKEUR/0","FXVolatility/USDJPY/7",-0.146177
"FXSpot/SEKEUR/0","EquitySpot/RIC:.SPX/0",0.193957
"FXSpot/SEKEUR/0","EquitySpot/RIC:FISV.OQ/0",0.033334
"FXSpot/SEKEUR/0","EquitySpot/RIC:KSS.N/0",0.011076
"FXSpot/SEKEUR/0","EquitySpot/RIC:LHAG.DE/0",0.071641
"FXSpot/SEKEUR/0","EquityVolatility/RIC:.SPX/7",-0.153222
"FXSpot/SEKEUR/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.071790
"FXSpot/SEKEUR/0","ZeroInflationCurve/EUHICPXT/4",0.172104
"FXSpot/TWDEUR/0","FXSpot/USDEUR/0",0.781788
"FXSpot/TWDEUR/0","FXVolatility/EURUSD/7",-0.035380
"FXSpot/TWDEUR/0","FXVolatility/NOKSEK/7",0.021022
"FXSpot/TWDEUR/0","FXVolatility/USDJPY/7",-0.179707
"FXSpot/TWDEUR/0","EquitySpot/RIC:.SPX/0",0.086343
"FXSpot/TWDEUR/0","EquitySpot/RIC:FISV.OQ/0",-0.002182
"FXSpot/TWDEUR/0","EquitySpot/RIC:KSS.N/0",0.093557
"FXSpot/TWDEUR/0","EquitySpot/RIC:LHAG.DE/0",0.061451
"FXSpot/TWDEUR/0","EquityVolatility/RIC:.SPX/7",-0.062101
"FXSpot/TWDEUR/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.087519
"FXSpot/TWDEUR/0","ZeroInflationCurve/EUHICPXT/4",-0.027548
"FXSpot/USDEUR/0","FXVolatility/EURUSD/7",0.102952
"FXSpot/USDEUR/0","FXVolatility/NOKSEK/7",0.137677
"FXSpot/USDEUR/0","FXVolatility/USDJPY/7",0.019992
"FXSpot/USDEUR/0","EquitySpot/RIC:.SPX/0",-0.126355
"FXSpot/USDEUR/0","EquitySpot/RIC:FISV.OQ/0",0.000585
"FXSpot/USDEUR/0","EquitySpot/RIC:KSS.N/0",-0.081177
"FXSpot/USDEUR/0","EquitySpot/RIC:LHAG.DE/0",-0.058392
"FXSpot/USDEUR/0","EquityVolatility/RIC:.SPX/7",0.076651
"FXSpot/USDEUR/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.145468
"FXSpot/USDEUR/0","ZeroInflationCurve/EUHICPXT/4",-0.175513
"FXVolatility/EURUSD/7","FXVolatility/NOKSEK/7",0.311857
"FXVolatility/EURUSD/7","FXVolatility/USDJPY/7",0.384006
"FXVolatility/EURUSD/7","EquitySpot/RIC:.SPX/0",-0.239424
"FXVolatility/EURUSD/7","EquitySpot/RIC:FISV.OQ/0",-0.018413
"FXVolatility/EURUSD/7","EquitySpot/RIC:KSS.N/0",0.056526
"FXVolatility/EURUSD/7","EquitySpot/RIC:LHAG.DE/0",-0.233509
"FXVolatility/EURUSD/7","EquityVolatility/RIC:.SPX/7",0.239915
"FXVolatility/EURUSD/7","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.127507
"FXVolatility/EURUSD/7","ZeroInflationCurve/EUHICPXT/4",-0.107573
"FXVolatility/NOKSEK/7","FXVolatility/USDJPY/7",0.272450
"FXVolatility/NOKSEK/7","EquitySpot/RIC:.SPX/0",-0.244134
"FXVolatility/NOKSEK/7","EquitySpot/RIC:FISV.OQ/0",0.020958
"FXVolatility/NOKSEK/7","EquitySpot/RIC:KSS.N/0",0.091861
"FXVolatility/NOKSEK/7","EquitySpot/RIC:LHAG.DE/0",-0.141171
"FXVolatility/NOKSEK/7","EquityVolatility/RIC:.SPX/7",0.114471
"FXVolatility/NOKSEK/7","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.215161
"FXVolatility/NOKSEK/7","ZeroInflationCurve/EUHICPXT/4",-0.107156
"FXVolatility/USDJPY/7","EquitySpot/RIC:.SPX/0",-0.338096
"FXVolatility/USDJPY/7","EquitySpot/RIC:FISV.OQ/0",-0.020541
"FXVolatility/USDJPY/7","EquitySpot/RIC:KSS.N/0",-0.107767
"FXVolatility/USDJPY/7","EquitySpot/RIC:LHAG.DE/0",-0.146373
"FXVolatility/USDJPY/7","EquityVolatility/RIC:.SPX/7",0.359910
"FXVolatility/USDJPY/7","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.187726
"FXVolatility/USDJPY/7","ZeroInflationCurve/EUHICPXT/4",-0.131349
"EquitySpot/RIC:.SPX/0","EquitySpot/RIC:FISV.OQ/0",0.422993
"EquitySpot/RIC:.SPX/0","EquitySpot/RIC:KSS.N/0",0.401099
"EquitySpot/RIC:.SPX/0","EquitySpot/RIC:LHAG.DE/0",0.325593
"EquitySpot/RIC:.SPX/0","EquityVolatility/RIC:.SPX/7",-0.732673
"EquitySpot/RIC:.SPX/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.535759
"EquitySpot/RIC:.SPX/0","ZeroInflationCurve/EUHICPXT/4",0.348730
"EquitySpot/RIC:FISV.OQ/0","EquitySpot/RIC:KSS.N/0",0.090812
"EquitySpot/RIC:FISV.OQ/0","EquitySpot/RIC:LHAG.DE/0",0.093230
"EquitySpot/RIC:FISV.OQ/0","EquityVolatility/RIC:.SPX/7",-0.276260
"EquitySpot/RIC:FISV.OQ/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.195863
"EquitySpot/RIC:FISV.OQ/0","ZeroInflationCurve/EUHICPXT/4",0.007330
"EquitySpot/RIC:KSS.N/0","EquitySpot/RIC:LHAG.DE/0",0.206924
"EquitySpot/RIC:KSS.N/0","EquityVolatility/RIC:.SPX/7",-0.269971
"EquitySpot/RIC:KSS.N/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.171962
"EquitySpot/RIC:KSS.N/0","ZeroInflationCurve/EUHICPXT/4",0.349003
"EquitySpot/RIC:LHAG.DE/0","EquityVolatility/RIC:.SPX/7",-0.286203
"EquitySpot/RIC:LHAG.DE/0","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",-0.323432
"EquitySpot/RIC:LHAG.DE/0","ZeroInflationCurve/EUHICPXT/4",0.130365
"EquityVolatility/RIC:.SPX/7","SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3",0.336853
"EquityVolatility/RIC:.SPX/7","ZeroInflationCurve/EUHICPXT/4",-0.331465
"SurvivalProbability/RED:025ADX|SNRFOR|USD|CR14/3","ZeroInflationCurve/EUHICPXT/4",-0.176906
